Outlet_ID,hist_mean_monthly,hist_median_monthly,hist_max_monthly,hist_std_monthly,hist_cv,hist_p90_monthly,hist_p75_monthly,hist_months_active,censoring_indicator,sales_trend_slope,holiday_uplift_ratio,avg_jan_sales,jan_ratio,Distributor_ID,dist_jan_seasonality,total_gaussian_poi_score,total_gravity_poi_score,total_exp_poi_score,total_poi_count,poi_count_bus_stop,poi_count_school,poi_count_market,poi_count_hospital,poi_count_restaurant,poi_count_supermarket,competitor_count,competitor_density_score,market_isolation_score,Province,Outlet_Type,Outlet_Type_Convenience,Outlet_Type_Eatery,Outlet_Type_Grocery,Outlet_Type_Kade,Outlet_Type_Pharmacy,Outlet_Type_Supermarket,Province_Central,Province_North-Western,Province_Southern,Province_Western
OUT_00018,49.81333333333333,47.535,90.41,13.130415289462816,0.263592384022942,64.69,55.6275,48,0,0.03241424229266095,1.1343370924708147,4.004901960784314,0.5,DIST_NW_02,1.2842,2.0105689614361952,0.0004993888286024,2.990592280183007,9.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.097827706143356,0.1794876359124095,North-Western,Kade,False,False,False,True,False,False,False,True,False,False
OUT_00019,295.47625,279.12,627.98,105.70253519826487,0.35773614697717626,424.9500000000001,371.48249999999996,48,0,0.9028983933999083,1.044886973849359,27.787021276595745,0.5,DIST_S_01,1.3184,2.635482762278377,0.0011312499986788,4.903877234263447,7.0,2.0,1.0,0.0,0.0,3.0,1.0,6.0,0.7735200505050301,0.2476432613493844,Southern,Supermarket,False,False,False,False,False,True,False,False,True,False
OUT_00020,201.19833333333335,192.505,317.53000000000003,59.86407132379983,0.29753761043646726,298.14900000000006,245.33,48,0,0.2756904038210983,1.2805335950726315,18.705000000000002,0.5,DIST_S_02,1.3121,3.298604957880529,0.0043766587872987,3.601326906158339,13.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.9034913418403598,0.1864129688823687,Southern,Supermarket,False,False,False,False,False,True,False,False,True,False
OUT_00021,109.055625,103.92,218.79,38.309577598444974,0.3512847466459889,152.18300000000002,130.65,48,0,0.11321265740338435,1.0747954956853676,9.407142857142857,0.5,DIST_W_01,1.1554,2.560549219375534,0.0013842689180461,0.1377569283286901,9.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.5909080144499628,0.624656972520562,Western,Grocery,False,False,True,False,False,False,False,False,False,True
OUT_00022,139.46666666666667,141.14,274.89,39.672914246658195,0.28446162222747273,176.05200000000008,164.01999999999998,48,0,-0.04219713417281904,1.0299054279946533,12.929508196721311,0.5,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False
OUT_00023,203.90354166666668,195.245,369.62,62.5202530075326,0.3066168076165062,286.95000000000005,244.66750000000002,48,0,0.028192032131997294,1.1948982036679952,18.401176470588236,0.5,DIST_W_03,1.2764,11.880240376852557,0.0028509265313962,8.11172389363252,15.0,5.0,1.0,3.0,0.0,3.0,0.0,10.0,0.6063431538788038,0.337603562709081,Western,Kade,False,False,False,True,False,False,False,False,False,True
OUT_00024,67.49770833333334,66.14,127.89,22.000057663327077,0.32593784598850567,92.144,79.16499999999999,48,0,0.2949810030395132,1.0953788115715404,5.537894736842106,0.5,DIST_C_01,1.309,1.07036289255808,0.0006820733247914,3.626352493387887,8.0,1.0,2.0,0.0,2.0,1.0,1.0,6.0,0.4997450956194471,0.0287929683193823,Central,Kade,False,False,False,True,False,False,True,False,False,False
OUT_00025,244.68083333333334,245.84,401.85,64.57301415248935,0.2639071204425739,321.89700000000005,283.7525,48,0,-0.9865023881893236,1.164454347924428,22.587636363636364,0.5,DIST_C_02,1.3043,0.9455868876693468,0.0020690576361693,6.215089508338147,8.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.2891203830136118,0.2185211166175287,Central,Grocery,False,False,True,False,False,False,True,False,False,False
OUT_00026,184.43375,188.095,294.59,50.076663806395125,0.2715157274977878,240.30900000000003,219.46249999999998,48,0,1.4566424229266142,0.9534951254816264,13.976938775510204,0.5,DIST_C_03,1.2356,3.8679008357762696,0.0045140664500235,7.102236904618508,5.0,2.0,2.0,3.0,1.0,4.0,1.0,7.0,0.5700283688801115,0.2476224459368273,Central,Convenience,True,False,False,False,False,False,True,False,False,False
OUT_00027,133.97479166666668,129.39,207.53,28.217257808893237,0.21061617232515373,166.784,150.515,48,0,0.15881513243595016,0.9865154662842067,13.072954545454547,0.5,DIST_NW_01,1.335,5.626707615958101,0.0019280036882529,6.00865620856956,9.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0574144092093131,0.3445137807943357,North-Western,Kade,False,False,False,True,False,False,False,True,False,False
OUT_00028,171.06645833333334,174.635,277.87,48.628058772232244,0.2842641348047174,224.47100000000003,203.4975,48,0,-0.009265631784632574,1.0450038621929807,13.93938775510204,0.5,DIST_NW_02,1.2842,3.795671148714141,0.0028206760556911,2.6489402018792694,5.0,4.0,2.0,0.0,1.0,5.0,0.0,7.0,1.6256897249035973,0.2676906446227921,North-Western,Kade,False,False,False,True,False,False,False,True,False,False
OUT_00029,61.44708333333333,57.125,104.61999999999999,17.761490731754037,0.2890534386376468,84.13800000000003,71.61250000000001,48,0,-0.10119518019974055,0.973466060360069,5.31046875,0.5,DIST_S_01,1.3184,3.043558354169201,0.0022962252920654,0.5040395117748223,6.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.693456924071023,0.2413342596032923,Southern,Kade,False,False,False,True,False,False,False,False,True,False
OUT_00030,324.44666666666666,328.33500000000004,542.91,92.86350308745497,0.2862211655355425,420.391,377.33,48,0,0.8815805471124551,1.0499883246997799,28.60532258064516,0.5,DIST_S_02,1.3121,2.6147628699669485,0.0018048368973853,2.174632347568238,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.4987154220000725,0.3324456101653984,Southern,Convenience,True,False,False,False,False,False,False,False,True,False
OUT_00031,659.0039583333333,659.745,1096.98,161.68741860473264,0.2453512100498627,872.0040000000001,749.8249999999999,48,0,3.1975765306122312,1.1577212369586305,60.30607142857143,0.5,DIST_W_01,1.1554,4.559639322746602,0.0067737921418085,5.170779856519288,10.0,4.0,1.0,2.0,0.0,3.0,0.0,9.0,0.2852012368667582,0.3491580242540016,Western,Grocery,False,False,True,False,False,False,False,False,False,True
OUT_00032,580.9562500000001,552.0,1062.43,170.72229421808132,0.2938642870579003,797.6040000000002,678.165,48,0,0.1705492835431925,0.9030565606551132,50.126,0.5,DIST_W_02,1.3353,13.751197202077796,0.0040339781970106,14.857264047609462,18.0,3.0,1.0,3.0,0.0,5.0,1.0,6.0,0.1316186397295932,0.343395616152479,Western,Grocery,False,False,True,False,False,False,False,False,False,True
OUT_00033,366.93333333333334,374.18,600.02,98.36436879392329,0.268071499256695,491.79600000000016,429.4375,48,0,0.5019398610507929,0.9530429207951552,35.757017543859654,0.5,DIST_W_03,1.2764,8.484175757559688,0.0019906159035961,2.640459745270199,16.0,1.0,1.0,0.0,0.0,6.0,0.0,7.0,0.3948898058017115,0.3359683682393812,Western,Eatery,False,True,False,False,False,False,False,False,False,True
OUT_00034,94.93020833333333,88.36500000000001,175.38,31.835957623856924,0.33536171659994346,145.75000000000003,109.2225,48,0,-0.04975955275727525,1.0047076419917529,8.97655172413793,0.5,DIST_C_01,1.309,2.4346376273173083,0.0013324188149789,0.7160371859423542,9.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,0.5417289600419568,0.0951944025834899,Central,Grocery,False,False,True,False,False,False,True,False,False,False
OUT_00035,176.21270833333335,177.845,252.21,45.959540242667536,0.26081853390351406,235.876,212.9775,48,0,0.32156697785496785,0.8401562846974233,15.63846153846154,0.5,DIST_C_02,1.3043,1.8732130586231144,0.0016119042786764,1.7574052096707895,6.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.5021646045614179,0.4063735901569503,Central,Grocery,False,False,True,False,False,False,True,False,False,False
OUT_00036,183.529375,171.44,296.34,52.23147218713165,0.2845946170041262,251.54200000000003,233.41500000000002,48,0,-0.22754613547547028,0.7791054804821982,18.387358490566037,0.5,DIST_C_03,1.2356,5.175237913415748,0.0007912972833495,1.38456984194971,9.0,3.0,0.0,1.0,0.0,2.0,0.0,4.0,0.2411524139051306,0.2472113025781624,Central,Eatery,False,True,False,False,False,False,True,False,False,False
OUT_00037,93.67145833333335,82.555,182.25,32.70944934650259,0.34919333944929953,137.482,112.22,48,0,0.003106274424661535,0.9725127233417145,8.93909090909091,0.5,DIST_NW_01,1.335,6.766883346804435,0.0013854895002364,0.6458536241831735,9.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,0.4750354478292487,0.3568658269877995,North-Western,Eatery,False,True,False,False,False,False,False,True,False,False
OUT_00038,514.8508333333333,501.19500000000005,732.14,139.63535287941542,0.2712151633811387,711.172,633.8675000000001,48,0,1.671135475466776,1.0716606948045624,47.515531914893614,0.5,DIST_NW_02,1.2842,6.362419563605777,0.0012175460891338,2.342495318910034,3.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,0.8403281352245802,0.2658512328764058,North-Western,Convenience,True,False,False,False,False,False,False,True,False,False
OUT_00039,192.79833333333332,192.34,307.43,51.466038888428635,0.26694234332123534,250.32200000000003,224.83,48,0,-0.4544963091619657,1.1835473345045044,15.70409090909091,0.5,DIST_S_01,1.3184,1.602094096422694,0.0020119744271095,2.6630661624080734,7.0,4.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0133181960762413,0.3252518548296949,Southern,Kade,False,False,False,True,False,False,False,False,True,False
OUT_00040,151.31291666666667,147.32999999999998,264.59,47.36935035457194,0.3130555632532271,211.348,172.3725,48,0,0.14978289188015445,1.2006525473540035,16.403,0.5,DIST_S_02,1.3121,2.5969956025752485,0.005410264097887,0.6064395044935738,8.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,0.2994834084062654,0.3932570324596753,Southern,Eatery,False,True,False,False,False,False,False,False,True,False
OUT_00041,436.23145833333336,413.06,794.51,126.5391397189294,0.29007339407016874,611.9340000000002,510.275,48,0,0.5616103994789334,1.0022928969589482,43.528333333333336,0.5,DIST_W_01,1.1554,4.485739870080394,0.0029145887895719,3.895504221452644,13.0,1.0,1.0,0.0,0.0,3.0,1.0,5.0,1.0658358910097836,0.0909793337107155,Western,Grocery,False,False,True,False,False,False,False,False,False,True
OUT_00042,147.74333333333334,148.2,258.5,37.414125295551216,0.2532373167128887,186.96800000000002,171.2525,48,0,0.4445755536257022,0.9778606511978509,12.232666666666665,0.5,DIST_W_02,1.3353,5.753152463143954,0.0076691199161599,2.6160267160463127,12.0,3.0,0.0,0.0,2.0,4.0,1.0,4.0,0.592482261346657,0.1889284250099668,Western,Grocery,False,False,True,False,False,False,False,False,False,True
OUT_00043,176.36687500000002,162.695,368.21999999999997,59.757028079718054,0.33882228780046164,243.02500000000003,219.1575,48,0,-0.05645082501085903,1.1298371566011323,17.095333333333333,0.5,DIST_W_03,1.2764,11.804354093453025,0.003908304373739,5.458856072952475,11.0,3.0,1.0,0.0,0.0,3.0,0.0,9.0,0.7905363276537163,0.1642863153350331,Western,Convenience,True,False,False,False,False,False,False,False,False,True
OUT_00044,210.84270833333335,200.635,384.21999999999997,68.07812482540119,0.3228858392284194,320.31600000000003,240.86,48,0,0.7310122666087683,0.8398383708157834,19.0726,0.5,DIST_C_01,1.309,8.20452491441442,0.0013800580352097,2.93599690420199,5.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.3635344275349158,0.0512001194772509,Central,Grocery,False,False,True,False,False,False,True,False,False,False
OUT_00045,57.555416666666666,53.53,107.46,21.44616267400106,0.37261762516996333,89.44800000000001,70.46,48,0,0.10272904906643426,1.090966455582771,5.62313725490196,0.5,DIST_C_02,1.3043,4.356974280616997,0.0007478466360512,1.308248593526359,10.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.4063767566181387,0.3195416615462995,Central,Kade,False,False,False,True,False,False,True,False,False,False
OUT_00046,111.08458333333334,103.18,277.03,40.230075388695724,0.362157143516276,152.51200000000009,126.5875,48,0,0.10691055145462158,1.1844864647007458,10.371851851851853,0.5,DIST_C_03,1.2356,1.9296892461844344,0.0013891155048253,5.216184887269223,5.0,3.0,1.0,0.0,0.0,5.0,1.0,6.0,0.0280849705877569,0.0832936121284505,Central,Kade,False,False,False,True,False,False,True,False,False,False
OUT_00047,349.32145833333334,358.71,617.99,113.22895535979553,0.32413970759205113,509.59000000000003,411.59749999999997,48,0,1.1713563829787146,1.275420109977493,33.27186440677966,0.5,DIST_NW_01,1.335,3.241683929777808,0.0013162645904541,2.5414973399155385,8.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,0.3376976624004456,0.579476039583109,North-Western,Supermarket,False,False,False,False,False,True,False,True,False,False
OUT_00048,137.71958333333333,131.56,262.86,40.301600726265086,0.29263522115602114,182.32300000000004,162.735,48,0,-0.0969594007815915,1.2407431982026467,12.947719298245614,0.5,DIST_NW_02,1.2842,9.225079070147167,0.0005620720402567,1.3637976848395923,8.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0479342698420815,0.6208996638707637,North-Western,Kade,False,False,False,True,False,False,False,True,False,False
OUT_00049,159.80583333333334,153.95999999999998,241.35,30.877957491797428,0.1932217169281311,208.447,171.70499999999998,48,0,0.5406643508467189,1.0321816904005408,12.849074074074075,0.5,DIST_S_01,1.3184,3.563177203107706,0.000661106189016,0.5651132344805228,8.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0870490682629292,0.1125292644168937,Southern,Pharmacy,False,False,False,False,True,False,False,False,True,False
OUT_00050,96.92541666666666,91.5,166.08,28.55476097414896,0.29460550138619257,140.96300000000005,109.2725,48,0,-0.2493432479374752,1.021764864849279,8.44245283018868,0.5,DIST_S_02,1.3121,2.6193694051511542,0.0016233720863368,3.0537871253162567,6.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.2414742066389991,0.2955270940034283,Southern,Eatery,False,True,False,False,False,False,False,False,True,False
OUT_00051,154.24416666666667,144.815,268.77,43.39512693660398,0.2813404738370699,211.87300000000002,180.47,48,0,-0.5238514980460292,0.828405269634376,13.906140350877193,0.5,DIST_W_01,1.1554,5.595410447205114,0.0076122931084751,7.24041606192297,13.0,1.0,1.0,4.0,0.0,2.0,1.0,11.0,0.1267935131361135,0.33616327214139,Western,Eatery,False,True,False,False,False,False,False,False,False,True
OUT_00052,155.014375,147.28500000000003,310.58,54.719182132211046,0.3529942441287206,214.57100000000003,178.7,48,0,-0.5981214719930559,1.2532600827729492,13.601639344262296,0.5,DIST_W_02,1.3353,8.686053456192049,0.002194159106969,3.352759064684272,12.0,2.0,0.0,1.0,0.0,2.0,1.0,16.0,2.4866880339629613,0.3349777178028925,Western,Kade,False,False,False,True,False,False,False,False,False,True
OUT_00053,201.74375,196.565,300.02,47.80301382046061,0.23694916853910275,263.97,233.7825,48,0,0.509280286582713,1.0415947053261898,19.04111111111111,0.5,DIST_W_03,1.2764,3.302526938021051,0.0003948807700666,5.5903473174504335,15.0,1.0,2.0,1.0,0.0,5.0,0.0,6.0,2.200128550706924,0.3307137663217387,Western,Kade,False,False,False,True,False,False,False,False,False,True
OUT_00054,109.50229166666666,108.65,209.15,35.105057963725464,0.32058742725301076,142.952,134.78750000000002,48,0,-0.3307853886235378,1.1579874948733624,9.612962962962964,0.5,DIST_C_01,1.309,2.1983942362467253,0.0003747274407589,7.102013052550504,7.0,3.0,1.0,1.0,0.0,2.0,1.0,6.0,0.2048191364957224,0.6032646104536045,Central,Eatery,False,True,False,False,False,False,True,False,False,False
OUT_00055,109.65916666666668,108.655,193.69,34.155944614111746,0.3114736838912546,154.69200000000006,125.35,48,0,-0.11637429439861223,1.1747830934402916,8.953442622950819,0.5,DIST_C_02,1.3043,6.299544787148501,0.002111222967317,4.669924056517101,8.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.510475346541114,0.3431515583052584,Central,Kade,False,False,False,True,False,False,True,False,False,False
OUT_00056,242.66645833333334,248.08499999999998,382.68,63.00523704979097,0.2596371887673295,317.1700000000001,288.19,48,0,0.35508087277463535,1.02265821216199,23.159999999999997,0.5,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False
OUT_00057,199.66729166666667,197.59499999999997,366.53000000000003,60.6406050234927,0.3037082564565897,284.884,220.4,48,0,-0.2428142640034792,1.2779596383006764,18.67809523809524,0.5,DIST_NW_01,1.335,4.256255230646128,0.0002582110918322,0.2194183109385091,9.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.3815202149832201,0.1690976848225153,North-Western,Kade,False,False,False,True,False,False,False,True,False,False
OUT_00058,215.48770833333333,218.245,322.11,57.95041443280969,0.26892677490062417,283.143,265.2825,48,0,0.2529966348241384,1.4183072494457862,20.945098039215686,0.5,DIST_NW_02,1.2842,3.59032168095776,0.0023855272475912,1.3499508949881125,8.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.8452886828868841,0.333913788897978,North-Western,Eatery,False,True,False,False,False,False,False,True,False,False
OUT_00059,222.14625,208.66,433.19,70.07656577447757,0.315452391271415,298.954,278.59,48,0,0.7633228397742027,1.2927043339905229,19.506909090909094,0.5,DIST_S_01,1.3184,6.512027129358068,0.0020193102668414,2.254338859038882,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4936861189536338,0.2558546012211838,Southern,Eatery,False,True,False,False,False,False,False,False,True,False
OUT_00060,93.96791666666667,94.575,153.39,27.91570738798555,0.29707700647457386,126.525,112.1225,48,0,0.09878636561007166,0.9664336168534897,8.365454545454545,0.5,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False
OUT_00061,191.920625,184.65,333.08,53.68250923227606,0.27971203841315156,267.6050000000001,223.6775,48,0,-0.23892802865827617,1.034753606132763,16.540434782608695,0.5,DIST_W_01,1.1554,3.658743135126101,0.002125579318097,5.303591340532131,14.0,3.0,1.0,3.0,1.0,4.0,1.0,6.0,0.0001893647719209,0.1104118270518409,Western,Convenience,True,False,False,False,False,False,False,False,False,True
OUT_00062,334.7758333333333,332.86,571.95,96.33133088424074,0.2877487598942797,450.04900000000004,384.38,48,0,0.8722079895788081,1.2315915606026606,30.43081632653061,0.5,DIST_W_02,1.3353,5.113739668923921,0.0011350825996644,5.68205401834499,12.0,1.0,2.0,2.0,0.0,6.0,0.0,6.0,1.080323409708244,0.1098079253418398,Western,Grocery,False,False,True,False,False,False,False,False,False,True
OUT_00063,830.8420833333333,848.81,1236.16,204.347268034134,0.24595199513040314,1102.989,991.1375,48,0,3.1767585757707226,0.8982213844682234,64.54631578947368,0.5,DIST_W_03,1.2764,8.315721219125576,0.0018500376811302,6.914369221274988,13.0,0.0,1.0,1.0,0.0,3.0,0.0,9.0,1.0303242444650236,0.252441043778289,Western,Supermarket,False,False,False,False,False,True,False,False,False,True
OUT_00064,604.335625,568.6700000000001,1119.54,180.0451539334514,0.297922456471851,873.604,697.1275,48,0,1.2815105297438074,1.174506207167221,56.02693877551021,0.5,DIST_C_01,1.309,4.053829181194726,0.0015897405115068,2.3139034766302324,11.0,3.0,0.0,2.0,0.0,1.0,2.0,6.0,0.3563920704676342,0.4092603975781829,Central,Eatery,False,True,False,False,False,False,True,False,False,False
OUT_00065,128.65520833333332,124.06,236.74,38.11586267146156,0.2962636582322187,175.95800000000003,158.40500000000003,48,0,0.679848567086407,0.9925919343611617,11.5668,0.5,DIST_C_02,1.3043,0.8516911485968262,0.00026974688242,2.536680080227802,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.1661046608381536,0.2636784310112573,Central,Pharmacy,False,False,False,False,True,False,True,False,False,False
OUT_00066,235.97145833333332,216.595,455.81,77.33085888651364,0.3277127642160691,334.2170000000001,270.89,48,0,0.3940561224489755,1.3293204782566483,19.758070175438597,0.5,DIST_C_03,1.2356,2.3609228272102296,0.0035241228368156,4.837238086106748,9.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.1954142817518212,0.5311580804012489,Central,Kade,False,False,False,True,False,False,True,False,False,False
